Name,Population,ScienceName,FavoriteSnack,CreditCard,HomeofOrigin
"Fox, savanna",81886,Dusicyon thous,,4903884230434497,Indonesia
Malachite kingfisher,100420,Corythornis cristata,,5285079932154015,China
Common mynah,389110,Acridotheres tristis,adenosine,3573086067724583,China
Bat-eared fox,351683,Otocyon megalotis,Isopropyl Alcohol,3544284408552211,China
Crowned hawk-eagle,184123,Spizaetus coronatus,estradiol valerate,3538144605689455,Portugal
Egyptian goose,61273,Alopochen aegyptiacus,,337941543812050,China
"Lemur, grey mouse",489869,Microcebus murinus,"Dextromethorphan HBr, Guaifenesin, Phenylephrine HCl",,Indonesia
"Deer, white-tailed",233990,Odocoilenaus virginianus,,3556157836899625,China
Jaguar,153935,Panthera onca,,56107809597194461,Jordan
Mountain duck,258200,Hymenolaimus malacorhynchus,LIDOCAINE,06048537661469967,Portugal
Grey lourie,278771,Lorythaixoides concolor,"Ibuprofen, Pseudoephedrine Hydrochloride",5602240179027878,China
Mexican beaded lizard,25724,Heloderma horridum,BUSPIRONE HYDROCHLORIDE,3542863128328945,Thailand
Indian star tortoise,367996,Geochelone elegans,"Acetaminophen, Dextromethorphan HBr",5610451376152001,Thailand
Arctic tern,354580,Sterna paradisaea,,3581514287743794,China
Groundhog,469,Marmota monax,Oxygen,4913318984162580,Myanmar
"Rattlesnake, horned",184703,Crotalus cerastes,Levothyroxine Sodium,3562546510288026,Sweden
"Monkey, rhesus",149632,Macaca mulatta,Fexofenadine hydrochloride,5007663186451859,China
"Baboon, yellow",340077,Papio cynocephalus,,5007662044360211,Indonesia
Pied butcher bird,427328,Cracticus nigroagularis,Omeprazole,3585222061464035,Guadeloupe
,21555,unavailable,,3548994292924765,Croatia
"Lemur, lesser mouse",422417,Microcebus murinus,Ciprofloxacin,3545978702040455,Argentina
Western grey kangaroo,28251,Macropus fuliginosus,,4917438205970466,Namibia
Meerkat,199068,Suricata suricatta,,3529322617227842,Philippines
Royal tern,484387,,POTASSIUM CHLORIDE,5602237740495972,
Gaur,253575,Bos frontalis,,3548464159555250,Kazakhstan
"Squirrel, nelson ground",89140,Ammospermophilus nelsoni,,3535865570045629,China
"Barbet, black-collared",462061,Lybius torquatus,insulin glargine,,China
Bent-toed gecko,47351,Cyrtodactylus louisiadensis,probenecid,3588390725932023,Indonesia
Hanuman langur,114346,Semnopithecus entellus,,3572361361211400,Sweden
Pale-throated three-toed sloth,216426,Bradypus tridactylus,HAND SANITIZER,6771544687481771,China
"Gazer, sun",378633,Cordylus giganteus,Sucralfate,30554639632363,Guatemala
Swallow (unidentified),311756,unavailable,Ethyl Alcohol,3531135449415823,Serbia
Four-horned antelope,402228,Tetracerus quadricornis,,5602227163912464360,Guatemala
"Dragon, netted rock",273238,,,5100144098875200,
"Snake, green vine",42616,Oxybelis fulgidus,Potassium Chloride,6767351419789000,Portugal
Rainbow lory,382730,Trichoglossus haematodus moluccanus,,5497018056916266,Slovenia
"Cardinal, black-throated",175785,,NOT APPLICABLE,3563023568953447,
Worm snake (unidentified),308643,Carphophis sp.,Acetaminophen,3537406021034264,China
Eurasian beaver,231781,Castor fiber,,201637329387167,China
"Otter, african clawless",322518,Aonyx capensis,,3530036078701734,Venezuela
Bottle-nose dolphin,83972,Tursiops truncatus,,3543025651111796,Philippines
"Armadillo, giant",455528,Priodontes maximus,MORPHINE SUFATE,30035870754058,Indonesia
"Antelope, four-horned",379624,Tetracerus quadricornis,,374283361461767,Serbia
"Deer, spotted",425034,Axis axis,Ibuprofen,501865270022729958,China
,377629,Naja sp.,,67637939765571699,Argentina
Long-tailed jaeger,54427,,,5048370720654029,
,80062,,Ranitidine Hydrochloride,3581938103632974,
"Armadillo, nine-banded",347172,,,67062194198197043,
"Goose, knob-nosed",346754,Sarkidornis melanotos,,3542945647249031,China
"Vulture, turkey",244806,Cathartes aura,TRICLOSAN,337941201956264,Philippines
"Ferret, black-footed",327401,Mustela nigripes,DEXTROMETHORPHAN HYDROBROMIDE,3570946868076348,China
Sun gazer,460382,Cordylus giganteus,,3550139275771800,Venezuela
"Bulbul, african red-eyed",359460,Pycnonotus nigricans,BUPIVACAINE HYDROCHLORIDE,5602232888448925,Palestinian Territory
"Wallaby, tammar",167038,Macropus eugenii,"Fucus vesiculosus, Cyanocobalamin, Glandula suprarenalis suis, Hepar suis, L-carnitine, L-ornithine, Antimonium crudum, Thyroidinum suis,",201574928582015,Iran
Burmese brown mountain tortoise,152269,Manouria emys,,5122095141285900,Indonesia
Red-necked wallaby,300493,,,3542881043476714,
"Nighthawk, common",171255,Chordeiles minor,"Arnica Montana, Carduus Marianus, Hepar Suis, Korean Ginseng, Phosphoricum Acidum, Pituitaria Glandula Suis,",4041373362862,Philippines
"Alligator, american",218950,Alligator mississippiensis,,5007662252665459,Poland
"Vulture, king",73349,Sarcorhamphus papa,Tolnaftate,67096697554993987,Brazil
Common raccoon,140057,Procyon lotor,,3574855523766076,Czech Republic
Indian red admiral,175171,Vanessa indica,,374283073446353,Poland
,124345,Canis lupus baileyi,,5567540564593662,Brazil
Cheetah,142475,Acinynox jubatus,"AMYL NITRITE, SANGUINARIA CANADENSIS ROOT, and LACHESIS MUTA VENOM",3531679755046268,Bangladesh
White-throated robin,325793,Irania gutteralis,,3575395691739604,China
Squirrel glider,221421,Petaurus norfolcensis,Omeprazole and Sodium Bicarbonate,3579261589672495,Brazil
"Puma, south american",150696,Felis concolor,Amoxicillin,3580518207142582,Brazil
Common mynah,288474,Acridotheres tristis,Glycerin,4844986647015728,France
Kalahari scrub robin,285460,,,633467071107994449,
Musk ox,427528,Ovibos moschatus,,5020365193779954770,Brazil
,375251,Pteronura brasiliensis,Duloxetine Hydrochloride,3547892361941796,Malawi
Brolga crane,68135,Grus rubicundus,,06047322121665038,South Africa
"Goose, knob-nosed",499564,,Pramipexole Dihydrochloride,,
Prehensile-tailed porcupine,219688,Coendou prehensilis,,4844795562112018,United States
Black bear,33533,Ursus americanus,ENALAPRIL MALEATE,30466479684448,Syria
Richardson's ground squirrel,69304,Spermophilus richardsonii,,,Russia
Reindeer,238007,Rangifer tarandus,"Acetaminophen, Diphenhydramine HCl",3573071242302562,Yemen
Manatee,238628,Trichechus inunguis,,5602237965999385,Costa Rica
Long-finned pilot whale,91068,Globicephala melas,,3581025557080445,China
,338345,,Fluoxetine Hydrochloride,6331109857591206210,
"Admiral, indian red",170888,Vanessa indica,Formica Arnica,4750253007575,Russia
Black-faced kangaroo,289629,Macropus fuliginosus,,3569668603811960,China
"Bee-eater, carmine",307740,Merops nubicus,itraconazole,5048376839509160,Albania
Glossy starling (unidentified),255841,Lamprotornis sp.,Ondansetron Hydrochloride,3582148711192424,China
"Kingfisher, malachite",205941,,Sodium Sulfacetamide and Sulfur,4010820863947,
"Antechinus, brown",485683,,,3530221624194689,
"Brocket, red",68337,,,3560049690945301,
"Lemur, sportive",447137,Lepilemur rufescens,,5020889671147636010,Brazil
Rainbow lory,216276,,,3575848165149684,
Cuis,219839,Microcavia australis,,3578723917873278,Palestinian Territory
"Whale, baleen",121470,Eubalaena australis,,4175003978184807,Japan
Crimson-breasted shrike,143962,Laniaurius atrococcineus,Titanium Dioxide,5018077911240569,Russia
Great horned owl,60476,,,6371045489637846,
"Lion, california sea",258022,Zalophus californicus,Citalopram,6331102667156054,Indonesia
Stanley crane,84343,Anthropoides paradisea,Triclosan,201768724766448,Canada
Groundhog,129754,,"Aquilegia vulgaris, Avena sativa, Chamomilla, Coffea cruda, Cypripedium pubescens, Humulus lupulus, Hypericum perforatum, Kali phosphoricum,",5010126713601813,
Brown capuchin,15994,,"Octinoxate, Avobenzone and Octisalate",3531127573703538,
Komodo dragon,149474,Varanus komodensis,,374288712767432,Egypt
"Gazer, sun",104270,,MENTHOL,6304163104794646250,
King vulture,282536,Sarcorhamphus papa,,3541866363177423,Indonesia
"Duiker, common",419887,Sylvicapra grimma,"SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE, AND SODIUM PHOSPHATE, DIBASIC ANHYDROUS",3585266755275777,Indonesia
"Sloth, two-toed tree",384988,Choloepus hoffmani,acetaminophen and codeine phosphate,3534665617483143,Philippines
"Gecko, tokay",488566,,Selenium Sulfide,5610382992244338,
"Hare, arctic",9596,Lepus arcticus,vitamin a palmitate and ascorbic acid and cholecalciferol and ferrous sulfate and sodium fluoride solution,3534725622045699,Czech Republic
"Magpie, black-backed",258843,Gymnorhina tibicen,Valproic Acid,3562354345914423,Poland
"Sloth, pale-throated three-toed",123854,Bradypus tridactylus,,3579286853706216,Philippines
Yellow-billed stork,176443,Mycteria ibis,White Petrolatum,6759809683786501867,Costa Rica
"Snake, buttermilk",289880,Coluber constrictor,Clopidogrel,3546571679127733,Ukraine
Malabar squirrel,98276,Ratufa indica,,5602249262416745169,Russia
Little grebe,89448,Tachybaptus ruficollis,,372301969552464,Philippines
Leopard,48166,Panthera pardus,,56022381574982682,Japan
Platypus,69018,Ornithorhynchus anatinus,HYDROXYZINE HYDROCHLORIDE,3540238491083520,China
"Bat, madagascar fruit",300916,Pteropus rufus,Ammonia Inhalants,3583395776099676,China
Black-winged stilt,473439,Himantopus himantopus,,5100178135568873,China
"Fox, north american red",187004,Vulpes vulpes,Ibuprofen,3570242798371508,Estonia
,304701,Capreolus capreolus,pyrithione zinc,5048375979666046,France
"Raven, cape",118839,Corvus albicollis,ethanol,3533173993921936,Indonesia
"Raccoon, crab-eating",97388,Procyon cancrivorus,,3577133120390105,United States
"Hornbill, yellow-billed",466436,Tockus flavirostris,"Avobenzone, Octisalate and Octocrylene",4917909731432668,Russia
Red-billed toucan,358449,Ramphastos tucanus,Carvedilol,3581054226294104,Poland
Water legaan,342657,Varanus salvator,Titanium Dioxide and Zinc Oxide,560225827230967208,Philippines
"Lorikeet, scaly-breasted",331424,Trichoglossus chlorolepidotus,,30326852769911,Malaysia
"Sandpiper, spotted wood",5649,Tringa glareola,"OXYGEN, NITROGEN, CARBON DIOXIDE",58935638734117042,Japan
"Finch, common melba",432605,Pytilia melba,Oak California Live Coast,6304750569757701,Netherlands
"Eagle, golden",478364,Aquila chrysaetos,Ethyl Alcohol,3543884733971035,United States
American beaver,241153,,,3541793610872327,
Common seal,394294,,"Avobenzone, Homosalate, Octisalate, Octocrylene, and Oxybenzone",5475475520264978,
Common genet,72226,Genetta genetta,,5422794712153805,Nigeria
"Duiker, common",33917,Sylvicapra grimma,Amitriptyline Hydrochloride,201754622766227,Indonesia
"Bulbul, black-eyed",402362,Pycnonotus barbatus,Celery Apium graveolens,3569829740875298,Poland
Grey fox,325619,Vulpes cinereoargenteus,,3561794883513114,Malta
"Gecko, tokay",447079,Gekko gecko,Cilostazol,5610075944161120928,China
African red-eyed bulbul,105015,Pycnonotus nigricans,,5602219140465508,France
"Squirrel, golden-mantled ground",208104,Spermophilus lateralis,"ascorbic acid, folic acid, vitamin b-12, biotin, iron, magnesium, zinc",3543965288190962,China
Red-billed buffalo weaver,325086,,,4844423456030226,
"Stork, yellow-billed",453330,Mycteria ibis,Salicylic Acid,,China
"Bird, pied butcher",425568,Cracticus nigroagularis,"EUPATORIUM PERFOLIATUM FLOWERING TOP, BRYONIA ALBA ROOT, GELSEMIUM SEMPERVIRENS ROOT, EUPHRASIA STRICTA, POTASSIUM IODIDE, and CAIRINA MOSCHATA HEART/LIVER AUTOLYSATE",201642978086326,Philippines
Malabar squirrel,357314,Ratufa indica,,3534554048959238,Japan
Slender-billed cockatoo,158889,Cacatua tenuirostris,Nitrofurantoin,3576743499103144,Brazil
Grey fox,456075,Vulpes cinereoargenteus,,3581756567595929,Portugal
"Squirrel, richardson's ground",352979,Spermophilus richardsonii,,6334864331152418597,Slovenia
"Antechinus, brown",418673,Antechinus flavipes,,201824914304027,Canada
"Badger, eurasian",488021,Meles meles,Ranitidine,6763933592817353068,Mexico
Southern boubou,365946,Laniarius ferrugineus,Octinoxate and Titanium Dioxide,30001113331906,China
Yellow-brown sungazer,270214,Cordylus giganteus,Ampicillin Sodium,,Belarus
Rose-ringed parakeet,93808,Psittacula krameri,Levothyroxine,3563558151064292,Philippines
"Dragon, frilled",117937,Chlamydosaurus kingii,"Brompheniramine maleate, Dextromethorphan HBr, Phenylephrine HCl",3575768245460440,Cuba
Frilled dragon,431140,Chlamydosaurus kingii,,3536080563786770,China
Malabar squirrel,51247,,,3588322772149144,
"Wallaby, tammar",462846,Macropus eugenii,,30008453383397,Sweden
,214272,Hippopotamus amphibius,adapalene,5593802679532581,Indonesia
Sable antelope,284904,Hippotragus niger,Acetaminophen,5100133469311085,China
Civet (unidentified),417288,unavailable,verapamil hydrochloride,3577903470677495,Mongolia
"Turkey, australian brush",392109,Alectura lathami,Famotidine,6759351868154540,Russia
Common duiker,459626,Sylvicapra grimma,,3533129330355451,Bulgaria
Agouti,139884,Dasyprocta leporina,Sulfamethoxazole and Trimethoprim,3566601410298389,Peru
Javanese cormorant,307279,Phalacrocorax niger,,201400959666552,Japan
"Rabbit, eastern cottontail",287342,Sylvilagus floridanus,,3574081515166155,Czech Republic
Groundhog,391452,Marmota monax,Levothyroxine Sodium,3583503838581926,Canada
Squirrel glider,315882,Petaurus norfolcensis,Sodium Fluoride,374622912920625,Indonesia
"Rhea, common",195478,Rhea americana,Miconazole Nitrate,3584125662149064,China
"Insect, stick",86464,Leprocaulinus vipera,"avobenzone, homosalate, octisalate, and octocrylene",,China
"Cockatoo, red-breasted",191301,Eolophus roseicapillus,,201492615835986,Portugal
Red brocket,360268,Mazama americana,,5602239751478343,Poland
,423603,Falco mexicanus,Titanium Dioxide,675989705214167841,Czech Republic
Blue-tongued skink,257462,Tiliqua scincoides,Secale Quartz,36084134151663,Colombia
Seven-banded armadillo,452939,Dasypus septemcincus,"Avobenzone, Homosalate, Octocrylene, Oxybenzone and Octisalate",3552016363580996,Indonesia
Koala,189994,Phascolarctos cinereus,diphenhydramine citrate and ibuprofen,3532785536730093,China
"Sungazer, yellow-brown",214023,Cordylus giganteus,Cetylpyridinium chloride 0.07%,589329537502729376,Sweden
"Parakeet, rose-ringed",38434,Psittacula krameri,,374288677554361,Ukraine
Common nighthawk,445433,Chordeiles minor,BENZALKONIUM CHLORIDE,5602249860029051,China
Western pygmy possum,57224,Cercatetus concinnus,,6304466321883251,China
Leadbeateri's ground hornbill,450635,Bucorvus leadbeateri,,6396478229801920,Czech Republic
"Creeper, black-tailed tree",426752,Climacteris melanura,,560223525448580365,Vietnam
"Dragon, ornate rock",141507,Ctenophorus ornatus,,4913935865582360,Montenegro
Common raccoon,283034,Procyon lotor,"ZINC OXIDE, OCTINOXATE",3564621326517443,Slovenia
,247734,Spilogale gracilis,Ibuprofen,4844281558429617,Samoa
"Rhinoceros, square-lipped",41839,Ceratotherium simum,,30371778913060,Indonesia
"Godwit, hudsonian",210755,Limosa haemastica,,3550335454343755,China
"Butterfly, tropical buckeye",242137,Junonia genoveua,,337941918033324,China
Lesser mouse lemur,153709,,,5602218567912232,
Yellow-rumped siskin,433478,Carduelis uropygialis,,5602242360899511,Russia
Cape Barren goose,213176,Cereopsis novaehollandiae,methotrexate,3579509227912800,Morocco
"Glider, sugar",236400,Petaurus breviceps,,5141122597899385,China
"Lemur, lesser mouse",380698,Microcebus murinus,,560222007038468047,Slovenia
Southern right whale,72189,Eubalaena australis,Aluminum Chlorohydrate,,Poland
"Vulture, lappet-faced",360499,Aegypius tracheliotus,,3577700516490614,Russia
,218625,,carvedilol,4026477390109512,
"Tortoise, galapagos",445810,Geochelone elephantopus,Nortriptyline Hydrochloride,5293938866832237,China
Russian dragonfly,137810,Libellula quadrimaculata,OXYGEN,4041379351377586,Sweden
White stork,215285,Ciconia ciconia,buprenorphine hydrochloride and naloxone hydrochloride,4330405420834,China
Gecko (unidentified),259861,unavailable,naltrexone,3556851766857955,Indonesia
"Rat, desert kangaroo",215137,Dipodomys deserti,Levetiracetam,5610253151897028,China
"Vulture, griffon",314851,,Atenolol and Chlorthalidone,4266914888577817,
Rhesus monkey,462339,Macaca mulatta,VENLAFAXINE HYDROCHLORIDE,5641823655734076,China
Common langur,224623,Semnopithecus entellus,,4041374749028017,Russia
"Gecko, tokay",137038,Gekko gecko,,3589415644195698,Panama
Sacred ibis,14497,Threskionis aethiopicus,,201865189709804,Russia
Eurasian hoopoe,394186,Upupa epops,OCTINOXATE,3573563138984370,Philippines
"Falcon, prairie",391050,Falco mexicanus,Oxycodone Hydrochloride,372301655241125,Philippines
White spoonbill,158327,Platalea leucordia,,30265975216519,El Salvador
Frilled dragon,316626,Chlamydosaurus kingii,,5355620811721559,Japan
"Sheep, american bighorn",179537,,,,
Southern black-backed gull,478599,Larus dominicanus,,374622460755795,Colombia
,409975,Tenrec ecaudatus,Triamcinolone Acetonide,6388038115866104,Philippines
Grizzly bear,188020,Ursus arctos,,30300685454033,China
Collared lemming,111396,Dicrostonyx groenlandicus,Fluoxetine hydrochloride,3549118823273992,Tanzania
Gila monster,337396,Heloderma horridum,Glycerin,6304545257464784618,Czech Republic
,182387,Echimys chrysurus,Parathyreoidea Aurum Special Order,201970803512285,Russia
Yellow-billed hornbill,25662,Tockus flavirostris,CEFAZOLIN SODIUM,5048376451832908,Ghana
"Openbill, asian",209458,Anastomus oscitans,Ear Formula,36757251194927,Indonesia
Goanna lizard,22381,Varanus sp.,simethicone,63045867764549348,Brazil
Neotropic cormorant,459695,Phalacrocorax brasilianus,,5002350666322546,Canada
,177112,Leipoa ocellata,Echinacea Apis Child Size,3579652973741203,Guatemala
Long-finned pilot whale,404501,Globicephala melas,"TITANIUM DIOXIDE, OCTINOXATE, ZINC OXIDE",490500209583556092,Philippines
Black-cheeked waxbill,181955,Estrilda erythronotos,,3544612890040263,Portugal
"Squirrel, eastern fox",449046,Sciurus niger,,4952162573310982,South Korea
Red howler monkey,342685,Alouatta seniculus,,201452849374632,United States
"Sparrow, house",57080,Passer domesticus,Benzoyl Peroxide,3557876063850295,Argentina
Black-faced kangaroo,448112,Macropus fuliginosus,Guinea Pig Epithelium,337941012016399,Croatia
Red phalarope,237969,Phalaropus fulicarius,Triclocarban,201443142735058,China
Australian brush turkey,94735,,,5100178512413420,
"Moorhen, purple",224838,Porphyrio porphyrio,,3556258133261822,United States
Mexican beaded lizard,115226,Heloderma horridum,"OCTINOXATE, TITANIUM DIOXIDE, ZINC OXIDE",4911249210288893,Georgia
Civet cat,130583,Bassariscus astutus,,,Estonia
Common genet,479483,Genetta genetta,Risperidone,6767342595270337,Laos
"Macaw, scarlet",476655,Ara macao,,5572844893592004,Indonesia
Pocket gopher (unidentified),195032,unavailable,diphenhydramine hydrochloride,3585166068523121,Russia
"Cat, ringtail",484841,Bassariscus astutus,SODIUM CHLORIDE,3552144140862782,Indonesia
"Weaver, chestnut",176993,,paroxetine hydrochloride,3544179825462608,
"Goose, cape barren",332069,Cereopsis novaehollandiae,ABSINTHIUM,3538102551227696,Egypt
Western spotted skunk,465702,Spilogale gracilis,,201453561075225,United States
"Screamer, crested",56706,,,201987014088178,
"Caiman, spectacled",130795,Caiman crocodilus,,675936296451572194,South Africa
"Gorilla, western lowland",335515,,Simvastatin,36050879032111,
"Shrike, crimson-breasted",153235,Laniaurius atrococcineus,Eastern Cottonwood,5018303866746781041,China
"Legaan, Monitor (unidentified)",260570,Varanus sp.,,3558355783992652,Micronesia
Puku,461816,Kobus vardonii vardoni,levetiracetam,374622800249590,Democratic Republic of the Congo
Mocking cliffchat,431694,Thamnolaea cinnmomeiventris,erythromycin and benzoyl peroxide,4175005348327982,Peru
Turkey vulture,211469,Cathartes aura,Oxygen,491123645350444084,Philippines
"Wallaby, whip-tailed",233294,Macropus parryi,,6373822737982663,Malaysia
Denham's bustard,61730,Neotis denhami,,3570036694672336,Gambia
Guanaco,450655,Lama guanicoe,Verapamil Hydrochloride,6371335106523358,Uruguay
Southern hairy-nosed wombat,447147,Lasiorhinus latifrons,,5002353396275901,China
Little grebe,174798,Tachybaptus ruficollis,levothyroxine sodium,30488954381266,Philippines
Blue and gold macaw,240940,Ara ararauna,MECLIZINE HYDROCHLORIDE,,Peru
"Dragonfly, russian",161114,Libellula quadrimaculata,,564182086980966034,China
Moose,383881,Alces alces,,5590770686564249,Micronesia
,276823,Snycerus caffer,,3571993210496187,China
"Wallaroo, common",181099,Macropus robustus,"Salicylic Acid,Niacinamide",,China
Flying fox (unidentified),493580,unavailable,Cladosporium cladosporioides,3537201238316251,China
"Bulbul, black-eyed",394284,Pycnonotus barbatus,,560225464870382959,Sweden
Ringtail cat,413679,Bassariscus astutus,,3530509879644097,China
Greater rhea,135087,Rhea americana,quetiapine fumarate,3570493219796969,Liberia
Sportive lemur,75340,,,3545116677524779,
Bennett's wallaby,11062,Macropus rufogriseus,,3585110914958826,China
Eastern box turtle,416066,Terrapene carolina,pantoprazole sodium,4026347528156448,Mexico
"Curlew, black",21010,Haematopus ater,Salicylic Acid,5602227211459946,Sweden
Brown capuchin,196958,,,6759840368022444004,
Sportive lemur,325846,Lepilemur rufescens,,677126542223987830,Bangladesh
Grey mouse lemur,316277,Microcebus murinus,PLATINUM,564182439250588675,Indonesia
"Boa, emerald green tree",160990,,,6398988744122980,
Racer snake,62453,Coluber constrictor,Helium Oxygen Mix,3571768748858003,China
"Skunk, striped",366851,,,3565442848891649,
"Spoonbill, european",95126,,,3544596887123085,
"Constrictor, eastern boa",357877,Acrantophis madagascariensis,,5002359934690808,Spain
"Monkey, black spider",57555,Ateles paniscus,,589307555601643021,Indonesia
"Glider, feathertail",283976,Acrobates pygmaeus,,3571894888343240,China
Cuis,114214,Microcavia australis,azithromycin,372301143319517,China
,20899,Pycnonotus nigricans,,5458163536718994,Tuvalu
"Mongoose, yellow",105038,Cynictis penicillata,risperidone,,Cambodia
,91110,Cercatetus concinnus,Prednisone,3539106834432212,Greece
"Cormorant, king",4678,Phalacrocorax albiventer,Nitrogen,5002351682391689,Indonesia
Seven-banded armadillo,220680,Dasypus septemcincus,,,Israel
Egyptian vulture,300780,Neophron percnopterus,titanium dioxide,3531452385059113,Nigeria
"Vulture, egyptian",306542,Neophron percnopterus,,3555551161764407,China
Greater rhea,428499,Rhea americana,,3580345863227493,Portugal
,96402,Zonotrichia capensis,,4844410406055890,Philippines
Four-horned antelope,30825,Tetracerus quadricornis,,5007662002734373,Philippines
"Lemur, lesser mouse",293647,Microcebus murinus,,5048372979432289,Portugal
Hudsonian godwit,129021,,"Carduus marianus, Chelidonium majus, Taraxacum officinale, Lycopodium clavatum, Magnesia phosphorica, Natrum sulphuricum,",4405392877298475,
"Woodpecker, red-headed",85577,Melanerpes erythrocephalus,Metoprolol succinate,5322411683630403,Portugal
"Whale, long-finned pilot",134311,Globicephala melas,,589336354630301016,Mongolia
"Bustard, stanley",393288,Neotis denhami,,4041597941467,China
,257403,Coluber constrictor,,6374947888407910,Brazil
Southern ground hornbill,85088,Bucorvus leadbeateri,RANOLAZINE,4041594148664795,China
"Dunnart, fat-tailed",56121,Smithopsis crassicaudata,urea,3585138536694305,China
"Toucan, white-throated",376765,Ramphastos tucanus,Benztropine Mesylate,4844911779133545,Poland
"Bustard, kori",94604,Choriotis kori,,491165280567584925,Moldova
Hippopotamus,121367,Hippopotamus amphibius,Citalopram,3533134053664733,Indonesia
Dassie,131634,Dendrohyrax brucel,Chloroxylenol,3538901532623786,Cambodia
Water monitor,59147,Varanus salvator,Oxycodone and Acetaminophen,3553721480832753,Philippines
Common green iguana,158976,Iguana iguana,,3570865653708867,Brazil
"Gull, pacific",105870,Gabianus pacificus,"SAPONARIA, ECHINACEA ANGUSTIFOLIA, KALIUM BROMATUM, VIOLA TRICOLOR, SELENIUM METALLICUM, NUX VOMICA, THUJA OCCIDENTALIS, PULSATILLA, CALCAREA PICRATA, SULPHUR IODATUM, ANTIMONIUM TARTARICUM",5610440520720888,France
"Heron, yellow-crowned night",64634,Nyctanassa violacea,,4405258401055709,Russia
Native cat,12084,Dasyurus viverrinus,Doxazosin Mesylate,4017953652880,Croatia
Cereopsis goose,464720,Cereopsis novaehollandiae,Menthol,6331100210353557652,Indonesia
"Cat, tiger",346770,Dasyurus maculatus,,3587400401846644,Philippines
Barking gecko,56949,Phylurus milli,,36078307970743,United States
Red-headed woodpecker,182416,Melanerpes erythrocephalus,,5100173123580162,Indonesia
Crown of thorns starfish,307067,Acanthaster planci,,3548662761813963,China
Reindeer,273589,Rangifer tarandus,,5602231402992863,South Africa
"Rat, white-faced tree",159015,Echimys chrysurus,mesalamine,5602240260724300,Philippines
"Buffalo, african",424195,Snycerus caffer,,3564368306758379,Czech Republic
"Pademelon, red-legged",386247,Thylogale stigmatica,,5414580383855624,Serbia
Four-spotted skimmer,194314,Libellula quadrimaculata,,3539474580653807,Thailand
,280073,Nasua narica,"CALENDULA OFFICINALIS FLOWERING TOP, PHYTOLACCA AMERICANA ROOT, and THUJA OCCIDENTALIS LEAFY TWIG",3571374816745626,Japan
Nilgai,224764,Boselaphus tragocamelus,,3534541786635997,Brazil
"Sifaka, verreaux's",408361,Propithecus verreauxi,,5272886015929443,China
African lion,316253,Panthera leo,,4017958830911,Brazil
Water monitor,67193,Varanus salvator,BUPIVACAINE HYDROCHLORIDE,4913182207075866,Brazil
"Macaw, blue and gold",23469,Ara ararauna,Phenylephrine Hydrochloride,5020526594484510,France
Herring gull,50450,unavailable,"Sodium Ascorbate, Cholecalciferol, di-alpha-Tocopheryl Acetate, Thiamine Mononitrate, Riboflavin, Niacinamide, Pyridoxine HCL, Folic Acid, Cyanocobalamin, Calcium Formate, Calcium Carbonate, Ferrous (II) bis-Glycinate Chelate, Potassium Iodide, Zinc Oxide, Choline Bitartrate, with Doconexent and Icosapent",4175007825350339,Philippines
Galapagos hawk,137760,Buteo galapagoensis,,6304674672179119236,China
"Trotter, lily",135825,Actophilornis africanus,Oxygen,3558486173148314,Philippines
"Lion, australian sea",407054,Neophoca cinerea,,,Czech Republic
Bengal vulture,391921,Gyps bengalensis,Clonazepam,3548456520320802,East Timor
Red-shouldered glossy starling,45988,Lamprotornis nitens,"Dextromethorphan Hydrobromide, Guaifenesin, Phenylephrine Hydrochloride",5540724953492767,Cyprus
Land iguana,191892,Conolophus subcristatus,tapentadol hydrochloride,3548882252670652,Kyrgyzstan
European stork,364068,Ciconia ciconia,"Penicillium notatum, Penicillium frequentans, Aconitum napellus, Colloidal silver",3531770535031355,Sweden
"Vulture, king",187186,Sarcorhamphus papa,,3587001195127512,Syria
American marten,412594,Martes americana,,30168459142922,Uzbekistan
Painted stork,245619,Mycteria leucocephala,,3566355387619255,Nigeria
Lily trotter,415719,Actophilornis africanus,ENALAPRIL MALEATE,3546118763814402,Aland Islands
"Oryx, fringe-eared",371610,Oryx gazella callotis,olopatadine hydrochloride,374283396781684,Philippines
Asian red fox,415731,Vulpes vulpes,,6759614898813734316,United States
Eurasian red squirrel,227552,Sciurus vulgaris,,6763406768395645,Indonesia
"Tenrec, tailless",167665,Tenrec ecaudatus,,,Sweden
"Lion, african",228406,,Tobramycin,3570577594632748,
"Otter, cape clawless",176799,Aonyx capensis,,5602237742973034,Brazil
"Partridge, coqui",420060,Francolinus coqui,,67593710711245866,Portugal
"Dog, black-tailed prairie",65085,Cynomys ludovicianus,,3534616108912165,Indonesia
"Dog, african wild",370262,Lycaon pictus,Arnica Aurum 3/30 Special Order,5893569863701259,Portugal
Crab-eating fox,489861,,,3542901249964972,
"Bear, sloth",39270,Melursus ursinus,,6389466517834991,Poland
Potoroo,421707,Potorous tridactylus,Tretinoin,372967613052810,Indonesia
